Active,Name,Task Nesting,Actual Dates Enabled,Actual Start,Actual End,Planned Dates Enabled,Planned Start,Planned End,Task Type,Attached,Script,Data Source,Synchronization ID,Display ID,Animation,Animation Behavior,Provided Progress %,Comments,Material Cost,Labor Cost,Equipment Cost,Subcontractor Cost,User 1,User 2,User 3,User 4,User 5,User 6,User 7,User 8,User 9,User 10
1,00 PILES-94,3,1,,,1,,,Construct,,,,,2cf21a0e-e8ef-5321-9060-bd4967276f42,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-29,3,1,,,1,,,Construct,,,,,958cf7a7-6015-5a94-980b-b612223b7b04,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-38,3,1,,,1,,,Construct,,,,,8b8413e8-72e8-5bd9-985f-46cd453b9c06,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-95,3,1,,,1,,,Construct,,,,,b3f4bcf4-d981-5bd9-8b33-ea564188e72f,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-30,3,1,,,1,,,Construct,,,,,209ebc75-5743-5f14-b8cb-0b559daf8001,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-37,3,1,,,1,,,Construct,,,,,8efc6c85-aef6-5274-9f69-b5dc282f5545,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-96,3,1,,,1,,,Construct,,,,,a5707f8d-d43d-5d2d-aa47-4e9067ac3064,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-31,3,1,,,1,,,Construct,,,,,b93277fa-a96d-5291-838d-bae7c19fe758,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-36,3,1,,,1,,,Construct,,,,,103d3267-2981-5111-98fe-c7dbe9fb8af3,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-97,3,1,,,1,,,Construct,,,,,3fc37f89-2492-55b3-ba54-fe15020171e8,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-32,3,1,,,1,,,Construct,,,,,6ba6e9ee-76ff-5c55-8486-25a22815b793,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-35,3,1,,,1,,,Construct,,,,,f3bce0be-78ee-5344-9fc3-7d2a39ca4626,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-98,3,1,,,1,,,Construct,,,,,8e83ef80-4122-5514-be2e-075d15366aba,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-33,3,1,,,1,,,Construct,,,,,6f54298d-38b1-5433-b0b1-9991d631eba8,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-34,3,1,,,1,,,Construct,,,,,2d852b4c-359d-54d7-bca6-3ed922b9dba0,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 PILES-99,3,1,,,1,,,Construct,,,,,f13c2e5e-e979-5435-a9e2-b27f6448abb2,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,HPDA.CON.CP.10011,2,1,,,1,01/08/2023,31/08/2023,,,,,,Cutting of Piles to the required Level,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,
1,HPDA.CON.CP.10040,2,1,,,1,26/08/2023,02/09/2023,,,,,,Installation of Precast Pile Cap Beam,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,
1,00 BEAMS PC1-31,3,1,,,1,,,Construct,,,,,9d9d3b21-faf0-527c-b584-5778660b488a,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-30,3,1,,,1,,,Construct,,,,,a780740e-6635-5c68-a0c0-9be2fa178b75,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-29,3,1,,,1,,,Construct,,,,,532e6328-ed4a-5bea-832b-314cc0a45cab,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-28,3,1,,,1,,,Construct,,,,,a3661a19-02d2-5ec4-969a-428c912f0d67,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-27,3,1,,,1,,,Construct,,,,,8498c826-c8fd-51d8-936c-c0e11a98f44c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-26,3,1,,,1,,,Construct,,,,,41eae8d0-c3df-5a93-a594-7a14ceb41ec9,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-25,3,1,,,1,,,Construct,,,,,16705589-05ef-51cd-b91d-36dba9919654,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-24,3,1,,,1,,,Construct,,,,,534f83fa-5541-5e9b-ac7b-b6f378791926,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-23,3,1,,,1,,,Construct,,,,,283148e0-f409-5707-bedc-388ac8b1df24,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-22,3,1,,,1,,,Construct,,,,,61bf6860-5950-58fd-bce0-cee8009b2ceb,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-21,3,1,,,1,,,Construct,,,,,d19d4910-b266-53c7-a26e-829feb8907bf,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-20,3,1,,,1,,,Construct,,,,,c548e204-a1ba-5e1f-89cd-f9aa7e4f00cd,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-19,3,1,,,1,,,Construct,,,,,07c0d5aa-626c-5434-beb7-95510bf66e93,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-18,3,1,,,1,,,Construct,,,,,b692eaeb-9598-5a2b-8f8a-0295d36f0673,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-17,3,1,,,1,,,Construct,,,,,d8157abf-22fd-527b-8146-e1d5ae9f5ce0,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-16,3,1,,,1,,,Construct,,,,,9f755979-913b-5b26-84ea-4fe344a1ceec,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-15,3,1,,,1,,,Construct,,,,,ab5434fe-52e9-56a4-9c86-88c4b004bf99,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-14,3,1,,,1,,,Construct,,,,,41a042f6-0966-5039-89a0-f5e3181d0d15,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-13,3,1,,,1,,,Construct,,,,,b7ff7ddc-e57b-59bd-8a77-3606daa77014,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-12,3,1,,,1,,,Construct,,,,,1f7a4a50-ae6f-5f9b-9d91-8ac33a1a780c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-11,3,1,,,1,,,Construct,,,,,e7f25a82-d398-504f-acaa-b3dc75e0f802,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-10,3,1,,,1,,,Construct,,,,,c40cda90-7c61-5cbc-a396-e0744d7bdbcd,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-9,3,1,,,1,,,Construct,,,,,46dae681-e76b-5e0a-8cb0-17a205d87e2c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-8,3,1,,,1,,,Construct,,,,,d7390b29-480e-50bb-a313-a32bb4d8f32c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-7,3,1,,,1,,,Construct,,,,,125649ae-d3de-5bbd-a251-a1b51c2947ab,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-6,3,1,,,1,,,Construct,,,,,e60be05c-029b-553a-8506-21e7299551dc,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-5,3,1,,,1,,,Construct,,,,,d18eefcc-5092-5cec-b753-21397776874f,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-4,3,1,,,1,,,Construct,,,,,ebc95ebf-adf4-58dc-ba64-1c354a3f238c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-3,3,1,,,1,,,Construct,,,,,b37413a0-9980-5694-8d35-01d724c712c6,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-2,3,1,,,1,,,Construct,,,,,03aa2eac-fd8f-5260-ad51-8aa7b597d62b,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC1-1,3,1,,,1,,,Construct,,,,,9aaa8f6b-fdca-5623-9661-c651f2e96c88,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC2-2,3,1,,,1,,,Construct,,,,,6adf7ab1-5d88-538d-ade3-d803504030bf,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 BEAMS PC2-1,3,1,,,1,,,Construct,,,,,3b3b1f9f-d147-5794-952c-f9dcc19ce746,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,HPDA.CON.CP.10020,2,1,,,1,02/09/2023,09/09/2023,,,,,,Preparation for Pile Plug,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,
1,00 METAL FORMWORK-9,3,1,,,1,,,Construct,,,,,1fd8993c-1f88-5422-a8de-bd5cdcabf019,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-58,3,1,,,1,,,Construct,,,,,c59c6a09-a71d-59b9-a280-75cd3559c442,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-75,3,1,,,1,,,Construct,,,,,f3a4060b-6397-5556-b960-55d4df3d71b4,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-10,3,1,,,1,,,Construct,,,,,308a9764-2321-57ce-a098-6e7dabf5f25d,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-57,3,1,,,1,,,Construct,,,,,cfd825d2-33f1-5d81-adab-aed0df182dc2,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-76,3,1,,,1,,,Construct,,,,,1b20a11b-9583-5343-924c-d0c10819f615,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-11,3,1,,,1,,,Construct,,,,,9c8a6c22-0c99-58b2-8961-1873ae4c698c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-56,3,1,,,1,,,Construct,,,,,2d279a7d-4732-5fcb-9fd6-3de78cf11ff6,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-77,3,1,,,1,,,Construct,,,,,a14d3c96-8deb-598f-8e2d-2db596212836,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-12,3,1,,,1,,,Construct,,,,,8b595791-76e6-5c8e-9680-7a07d8da8337,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-55,3,1,,,1,,,Construct,,,,,9eb000db-ffa9-5da5-b2a8-a1c9faf48df7,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-78,3,1,,,1,,,Construct,,,,,8f74e15d-e646-5939-aeb5-64342257c097,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-13,3,1,,,1,,,Construct,,,,,84a61cf3-7dc7-5ae9-86f4-390863f77ffc,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-54,3,1,,,1,,,Construct,,,,,92791647-8819-5856-ae65-9bb889d313bf,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-79,3,1,,,1,,,Construct,,,,,1b1d82b5-5f6c-5836-9f26-315d602f6172,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-14,3,1,,,1,,,Construct,,,,,d76ea0b3-fb61-5537-a4f1-2e1956df965f,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-53,3,1,,,1,,,Construct,,,,,3e4dd01b-1310-5923-bbb7-c011182526f6,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-80,3,1,,,1,,,Construct,,,,,c18a5cc6-7aa3-5be5-80e7-f1d9e52e0be9,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-15,3,1,,,1,,,Construct,,,,,bdcb33b4-582c-5ab1-ae2a-9602db97a83a,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-52,3,1,,,1,,,Construct,,,,,ba01073a-d889-56cd-a412-013f63f63031,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-81,3,1,,,1,,,Construct,,,,,019defa2-eea0-549a-ade0-003370464c8f,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-16,3,1,,,1,,,Construct,,,,,d6305cff-d3f6-52dd-9b92-b7343e8e9a15,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-51,3,1,,,1,,,Construct,,,,,60184f02-9b1c-58c8-9a40-8b64bd21b405,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-82,3,1,,,1,,,Construct,,,,,c60354e8-0312-58a3-a9b7-db9559481332,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-17,3,1,,,1,,,Construct,,,,,e74db259-c8a1-5db2-bbd2-fa08b1bf6a52,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-50,3,1,,,1,,,Construct,,,,,2273f55a-a6e6-5db1-8422-3c39f42f6eda,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-83,3,1,,,1,,,Construct,,,,,365e6417-2f76-5d73-9baa-7049387122c5,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-18,3,1,,,1,,,Construct,,,,,d249ca8e-ecec-5e5e-98b3-239a679b856f,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-49,3,1,,,1,,,Construct,,,,,bcbe374b-56e0-595a-9f6d-f66aa212f658,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-84,3,1,,,1,,,Construct,,,,,1943b02a-f704-5afe-acd0-8a2d14bfe3c5,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-19,3,1,,,1,,,Construct,,,,,8823c129-d8a5-5ad4-b37e-0e9c78ceb47c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-48,3,1,,,1,,,Construct,,,,,9f4c6efe-32ed-55f9-8418-a3e2c1d4528e,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-85,3,1,,,1,,,Construct,,,,,a9f1cfea-7b68-5396-b20a-6b63354e7dfe,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-20,3,1,,,1,,,Construct,,,,,138c0808-abe6-58d2-aa89-4cb3a8a7352f,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-47,3,1,,,1,,,Construct,,,,,d5199bcc-80dd-5ee5-bfe3-51e15d97b496,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-86,3,1,,,1,,,Construct,,,,,618b30bd-2e88-59b4-8316-d0ad5b3b4c3e,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-21,3,1,,,1,,,Construct,,,,,ea8ae708-a2ac-5cff-9c1f-070ff12c6c94,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-46,3,1,,,1,,,Construct,,,,,2f26c53d-5297-545c-8e80-79d1e1d0a199,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-87,3,1,,,1,,,Construct,,,,,4e3e5a6c-4cfd-5e22-af11-1f1788eea63c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-22,3,1,,,1,,,Construct,,,,,6bd69fb8-e06d-5883-aea6-f16c5bdef1cc,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-45,3,1,,,1,,,Construct,,,,,84cf116a-feba-5d56-ae1f-9ca683d9f483,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-88,3,1,,,1,,,Construct,,,,,65b11937-8025-5228-a877-78d1d3cfbdde,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-23,3,1,,,1,,,Construct,,,,,020a9006-e121-5d17-a7d8-6b40cd10c6ea,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-44,3,1,,,1,,,Construct,,,,,77e2dd3b-872e-5dc0-ba44-9635d4013a27,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-89,3,1,,,1,,,Construct,,,,,04f282d4-fb9b-5d0c-95fa-0421169efa5a,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-24,3,1,,,1,,,Construct,,,,,65754c2a-444c-53c2-8e7e-5fa0b7e10e8a,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-43,3,1,,,1,,,Construct,,,,,1cce9a6d-efa3-5025-9aef-1bb8f83dbcf7,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-90,3,1,,,1,,,Construct,,,,,e086105b-dad1-53d6-901d-7979852d1d8b,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-73,3,1,,,1,,,Construct,,,,,cf3987d8-8fac-524f-be12-9b44747340e5,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-60,3,1,,,1,,,Construct,,,,,1340298e-6bc2-56f6-bb1e-62b8eb445213,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-7,3,1,,,1,,,Construct,,,,,cd01ac18-6f52-5594-9808-afeadf498f5c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-72,3,1,,,1,,,Construct,,,,,33415ac4-8f71-54ee-9997-ce33289a2d67,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-61,3,1,,,1,,,Construct,,,,,f85f53f6-2e32-5c5a-be7d-fe97a215248c,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-6,3,1,,,1,,,Construct,,,,,0446acff-17fa-519f-aae2-0c9acfd46c2b,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
1,00 METAL FORMWORK-71,3,1,,,1,,,Construct,,,,,18c6eee6-0584-5e12-ae7b-203dc68ef944,,Scale,0.0%,0,0.000000,0.000000,0.000000,0.000000,hidden,,,,,,,,,
